26,1,6,2,14,1,3,3,2,1,36,1,1,1,2,1,0,0,1,0,0,1
27,4,6,0,4,1,5,4,4,3,39,3,1,1,1,1,0,0,1,0,0,1
28,3,12,1,4,4,3,2,3,1,42,3,2,1,1,1,0,0,1,0,1,1
29,2,7,2,24,1,3,3,2,1,34,3,1,1,1,1,0,0,0,0,0,1
30,1,60,3,68,1,5,3,4,4,63,3,2,1,2,1,0,0,1,0,0,2
31,2,18,2,19,4,2,4,3,1,36,1,1,1,2,1,0,0,1,0,0,1
32,1,24,2,40,1,3,3,2,3,27,2,1,1,1,1,0,0,1,0,0,1
33,2,18,2,59,2,3,3,2,3,30,3,2,1,2,1,1,0,1,0,0,1
34,4,12,4,13,5,5,3,4,4,57,3,1,1,1,1,0,0,1,0,1,1
35,3,12,2,15,1,2,2,1,2,33,1,1,1,2,1,0,0,1,0,0,1
36,2,45,4,47,1,2,3,2,2,25,3,2,1,1,1,0,0,1,0,0,2
37,4,48,4,61,1,3,3,3,4,31,1,1,1,2,1,0,0,1,0,0,1
38,3,18,2,21,1,3,3,2,1,37,2,1,1,1,1,0,0,0,1,0,2
39,3,10,2,12,1,3,3,2,3,37,3,1,1,2,1,0,0,1,0,0,1
40,2,9,2,5,1,3,3,3,1,24,3,1,1,1,1,0,0,1,0,0,1
41,4,30,2,23,3,5,3,2,3,30,1,1,1,1,1,0,0,1,0,0,1
42,2,12,2,12,3,3,1,1,3,26,3,1,1,2,1,0,0,1,0,0,1
43,2,18,3,62,1,3,3,4,1,44,3,1,2,2,1,0,0,1,0,0,1
44,1,30,4,62,2,4,4,4,3,24,3,2,1,1,1,0,1,1,0,1,1
45,1,48,4,61,1,5,2,4,4,58,2,2,1,1,1,0,1,1,0,0,2
46,4,11,4,14,1,2,2,4,3,35,3,2,1,1,1,1,0,1,0,0,1
47,4,36,2,23,3,5,3,4,3,39,3,1,1,1,1,0,0,1,0,0,1
48,1,6,2,14,3,1,2,2,2,23,3,1,1,2,1,0,1,1,0,1,1
49,4,11,4,72,1,3,3,4,2,39,3,2,1,1,1,1,0,1,0,0,1
50,4,12,2,21,2,3,2,2,1,28,3,1,1,1,1,0,0,0,1,0,1
51,2,24,3,23,5,2,3,2,2,29,1,1,1,1,1,0,0,1,0,0,1
52,2,27,3,60,1,5,3,2,3,30,3,2,1,2,1,0,1,1,0,0,1
53,4,12,2,13,1,3,3,2,3,25,3,1,1,1,1,0,0,1,0,0,1
54,4,18,2,34,5,3,3,1,2,31,3,1,1,2,1,0,1,1,0,0,1
55,2,36,3,22,1,5,3,4,4,57,1,2,1,2,1,1,0,1,0,0,2
56,4,6,1,8,5,3,3,2,1,26,2,1,2,1,1,1,0,0,0,0,1
57,2,12,2,65,5,1,3,1,4,52,3,1,1,2,1,0,0,1,0,0,2
58,4,36,4,96,1,3,2,2,3,31,2,2,1,1,1,0,0,1,0,0,1
59,3,18,2,20,1,5,2,2,3,23,3,1,1,1,1,1,0,1,0,0,1
60,1,36,4,62,1,2,2,4,4,23,3,2,1,2,1,0,0,0,1,1,2
61,2,9,2,14,1,3,4,1,1,27,1,1,1,2,1,0,0,1,0,0,1
62,2,15,4,15,5,5,3,4,1,50,3,2,1,2,1,0,0,0,0,0,1
63,2,36,0,20,1,5,3,4,4,61,3,1,1,2,1,0,0,1,0,0,2
64,2,48,0,144,1,3,3,2,3,25,3,1,1,2,1,0,0,1,0,0,2
65,4,24,2,32,1,2,2,4,2,26,3,1,1,2,1,0,0,1,0,0,1
66,4,27,2,52,5,5,3,4,2,48,3,4,2,2,1,0,0,1,0,0,1
67,4,12,2,22,1,2,2,2,3,29,1,1,1,1,1,0,0,1,0,0,1
68,2,12,2,10,4,3,4,1,1,22,3,1,1,1,1,1,0,1,0,0,1
69,4,36,2,18,1,3,3,4,4,37,2,1,1,2,1,0,0,1,0,0,2
70,4,36,2,24,5,3,2,4,3,25,3,1,1,1,1,0,0,1,0,0,1
71,4,36,2,81,1,3,2,2,2,30,1,1,1,1,1,0,1,1,0,0,1
72,4,7,4,7,5,5,3,2,2,46,3,2,1,2,1,0,0,1,0,1,1
73,1,8,4,12,1,5,3,4,4,51,1,2,2,2,1,0,0,1,0,0,1
74,2,42,4,60,1,4,2,1,1,41,1,2,1,1,1,0,0,1,0,0,1
75,1,36,2,20,5,5,3,4,4,40,3,1,1,2,1,0,0,1,0,0,2
76,1,12,4,15,1,5,3,4,4,66,3,2,1,1,1,0,1,1,0,0,1
77,1,42,2,40,1,2,3,3,3,34,3,1,1,1,1,0,0,1,0,0,2
78,2,11,3,48,1,4,3,4,2,51,3,1,1,1,1,0,0,1,0,0,1
79,4,54,0,94,5,3,3,2,2,39,3,1,2,1,1,0,1,1,0,0,1
80,2,30,2,38,1,2,4,1,2,22,3,1,1,1,1,0,0,1,0,0,1
81,4,24,2,59,5,2,2,1,3,44,3,2,1,2,1,0,0,1,0,0,2
82,4,15,2,12,3,5,3,3,2,47,2,1,1,2,1,0,0,1,0,0,1
83,4,18,2,16,2,3,2,4,2,24,3,1,1,1,1,0,0,1,0,1,1
84,1,24,2,18,1,5,2,4,1,58,3,1,1,2,1,0,0,0,0,0,1
85,1,10,2,23,1,5,3,4,1,52,3,1,1,1,1,0,0,1,0,0,1
86,4,12,4,14,1,3,2,2,1,29,3,2,1,2,1,0,0,0,0,0,1
87,2,18,4,13,1,2,2,1,2,27,3,2,1,1,1,0,0,1,0,0,1
88,2,36,2,126,2,3,3,4,4,47,3,1,2,2,1,0,0,1,0,0,2
89,1,18,2,22,2,4,3,3,3,30,3,1,2,2,1,1,0,1,0,0,1
90,1,12,0,11,1,4,3,3,1,28,3,2,1,1,1,0,0,1,0,0,2
91,4,12,4,6,1,5,3,4,1,56,3,1,1,1,1,0,0,1,0,0,1
92,1,12,4,14,1,5,3,3,1,54,3,1,1,1,1,0,1,1,0,0,1
93,4,12,4,8,5,5,2,3,2,33,1,1,2,1,1,0,0,1,0,0,2
94,3,24,4,36,5,5,3,4,4,20,3,2,1,1,1,0,0,0,1,1,1
95,2,12,2,13,4,5,3,4,1,54,3,1,1,2,1,1,0,1,0,0,1
96,2,54,0,159,1,2,3,4,4,58,3,1,1,2,1,0,0,1,0,1,2
97,4,12,4,20,5,4,2,2,3,61,3,1,1,1,1,0,0,1,0,0,1
98,2,18,2,26,2,3,3,4,3,34,3,1,1,1,1,0,0,1,0,0,1
99,2,36,4,23,1,5,3,4,1,36,3,1,1,1,1,0,0,1,0,0,1
100,2,20,3,71,5,4,3,4,2,36,1,2,2,2,1,0,1,1,0,1,1
101,4,24,2,15,2,5,4,4,1,41,3,1,1,1,1,1,0,1,0,1,1
102,2,36,2,23,1,4,3,4,3,24,3,1,1,1,1,0,0,1,0,1,1
103,4,6,3,9,1,3,2,2,1,24,3,1,1,1,1,0,0,1,0,0,1
104,2,9,4,19,1,4,3,3,3,35,3,1,1,2,1,0,0,1,0,1,1
105,4,12,2,24,5,2,4,4,3,26,3,1,1,2,1,0,1,1,0,1,1
106,2,24,4,119,1,3,3,3,3,39,3,2,2,2,1,0,0,0,1,0,2
107,4,18,1,65,1,5,3,4,4,39,1,2,2,2,1,1,0,1,0,0,2
108,2,12,2,61,1,4,3,2,3,32,3,1,1,1,1,1,0,1,0,0,1
109,1,24,2,77,5,2,2,2,2,30,3,1,1,2,2,0,0,1,0,0,1
110,2,14,2,14,3,5,4,2,1,35,3,1,1,2,1,0,0,1,0,0,1
111,2,6,3,14,2,5,1,2,3,31,1,2,2,1,1,0,0,1,0,0,1
112,3,15,2,4,1,2,2,4,2,23,3,1,1,2,1,0,0,1,0,1,1
113,2,18,2,63,1,4,3,3,1,28,3,1,1,1,1,1,0,1,0,1,1
114,4,36,4,79,1,3,2,2,1,25,2,2,1,2,1,1,0,1,0,0,2
115,1,12,2,17,3,5,4,1,1,35,3,1,1,1,1,0,0,1,0,0,1
116,4,48,4,36,5,5,3,1,1,47,3,1,1,2,1,0,0,1,0,0,1
117,1,42,2,72,5,4,2,3,3,30,3,1,1,2,1,0,0,1,0,0,2
118,1,10,4,21,5,2,2,3,1,27,3,2,1,1,2,0,0,0,1,1,1
119,1,33,4,43,3,3,2,4,3,23,3,2,1,1,1,0,0,1,0,0,2
120,2,12,4,24,3,4,1,3,3,36,3,1,1,2,1,1,0,1,0,0,1
121,1,21,2,18,1,3,2,2,1,25,3,2,1,2,1,0,0,1,0,0,2
122,4,24,4,39,1,5,2,2,3,41,3,2,1,2,1,0,1,1,0,1,1
123,4,12,2,18,1,3,3,2,1,24,3,1,1,1,1,0,0,1,0,1,1
124,3,10,4,8,1,5,3,4,4,63,3,2,1,2,1,1,0,1,0,0,1
125,2,18,2,19,5,2,2,3,1,27,3,1,1,1,1,0,0,1,0,1,2
126,1,12,4,21,1,3,3,2,2,30,3,2,1,1,1,1,0,1,0,0,1
127,1,12,2,7,1,3,4,2,1,40,3,1,1,1,1,0,0,1,0,0,1
128,2,12,2,6,1,3,3,2,3,30,3,1,1,1,1,0,0,1,0,0,2
129,2,12,4,19,1,1,3,2,3,34,3,2,1,2,1,0,1,1,0,0,1
130,1,12,4,35,1,3,2,2,1,29,3,2,1,1,1,1,0,0,1,0,2
131,2,48,2,85,5,4,2,2,3,24,3,1,1,1,1,1,0,1,0,0,1
132,1,36,3,69,1,3,3,3,2,29,2,1,1,2,1,0,0,1,0,0,2
133,4,15,2,27,1,2,3,3,2,27,1,2,1,1,1,0,0,1,0,0,1
134,4,18,2,20,1,3,3,4,4,47,1,2,1,1,1,0,0,1,0,0,1
135,4,60,2,101,2,4,2,4,1,21,3,1,1,2,1,0,0,1,0,0,1
136,4,12,4,12,5,5,2,2,1,38,3,2,1,2,1,0,0,1,0,0,1
137,4,27,3,86,4,3,3,2,3,27,3,2,1,1,1,0,1,1,0,0,1
138,2,12,2,8,3,3,3,3,1,66,3,1,1,1,1,0,0,1,0,0,2
139,2,15,4,27,5,4,3,2,1,35,1,3,1,2,1,0,0,0,0,0,1
140,3,12,2,19,1,3,2,2,3,44,3,1,1,2,1,0,0,1,0,1,1
141,3,6,2,7,4,2,4,2,1,27,3,1,1,1,2,1,0,1,0,0,1
142,2,36,2,48,1,2,2,1,4,30,3,1,1,2,1,0,0,1,0,0,1
143,1,27,2,34,1,3,3,2,3,27,3,1,1,1,1,0,0,1,0,0,1
144,1,18,2,25,1,3,3,2,3,22,3,1,1,1,1,0,0,1,0,0,2
145,4,21,4,23,1,2,2,4,2,23,3,1,1,2,1,0,0,1,0,0,1
146,2,48,1,36,2,4,3,2,3,30,3,1,1,1,1,0,0,1,0,0,1
147,1,6,4,9,1,5,2,4,4,39,3,2,1,2,1,1,0,1,0,0,1
148,4,12,4,7,2,4,2,3,3,51,3,2,1,2,1,1,0,1,0,0,1
149,1,36,4,54,1,3,3,2,2,28,3,2,1,1,1,0,0,0,0,0,1
150,4,18,4,16,4,5,3,4,3,46,3,2,1,1,1,0,0,1,0,0,1
151,4,6,2,13,2,5,3,4,4,42,1,1,2,2,1,0,0,1,0,0,1
152,4,10,2,19,1,3,3,4,2,38,3,1,1,2,2,0,0,1,0,0,1
153,3,36,2,58,1,3,3,1,3,24,3,1,1,1,1,0,0,1,0,0,1
154,2,24,4,78,4,5,2,4,4,29,3,1,1,1,1,0,1,1,0,1,1
155,2,24,3,70,2,4,3,4,3,36,3,1,1,2,1,0,0,1,0,1,1
156,1,12,2,13,1,3,2,4,3,20,3,1,1,1,1,0,0,1,0,1,2
157,1,9,4,13,2,5,3,4,1,48,3,2,2,1,2,0,0,0,0,0,1
158,1,12,1,3,1,5,4,1,3,45,1,1,1,1,1,0,0,1,0,0,1
159,2,24,2,35,2,4,3,3,3,38,1,2,1,2,1,1,0,1,0,0,1
160,4,6,4,19,5,3,3,2,1,34,3,2,2,1,1,0,0,1,0,0,1
161,4,24,4,29,2,5,3,4,1,36,3,1,2,2,1,0,0,1,0,0,1
162,4,18,4,11,1,2,2,1,2,30,3,2,1,1,1,1,0,1,0,0,1
163,4,15,2,13,3,4,3,3,2,36,3,2,1,2,1,0,0,1,0,0,1
164,2,10,2,73,1,1,3,4,4,70,1,1,1,2,1,1,0,1,0,0,1
165,4,36,2,9,3,5,3,4,2,36,3,1,1,1,1,1,0,1,0,0,1
166,4,6,2,30,3,3,3,2,3,32,3,1,1,2,1,0,0,1,0,0,1
167,1,18,2,11,1,1,2,2,3,33,3,1,1,1,1,0,0,1,0,0,2
168,2,11,2,16,4,2,2,1,1,20,3,1,1,1,1,0,0,1,0,0,1
169,4,24,2,40,1,4,2,4,2,25,3,1,1,2,1,0,0,1,0,1,1
170,2,24,4,19,1,5,1,4,1,31,3,2,1,2,1,0,0,1,0,0,2
171,1,15,0,10,1,5,3,3,3,33,3,2,2,1,1,1,0,1,0,1,2
172,4,12,2,8,1,3,2,1,1,26,3,1,1,2,1,0,0,1,0,0,1
173,2,24,3,21,1,1,2,2,2,34,3,1,1,2,1,0,0,1,0,0,2
174,2,8,2,14,1,3,3,2,1,33,3,1,1,1,2,0,0,0,0,0,1
175,1,21,3,34,1,2,3,1,2,26,3,2,1,1,1,0,0,1,0,0,2
176,4,30,1,75,5,1,2,1,1,53,1,1,1,2,1,0,1,1,0,0,2
177,1,12,2,26,1,3,1,1,3,42,3,1,1,1,1,0,0,1,0,0,1
178,1,6,4,3,3,5,3,4,3,52,3,2,1,1,1,0,0,1,0,0,1
179,4,12,2,20,1,4,3,2,3,31,3,2,2,2,1,0,0,1,0,1,1
180,1,21,4,6,1,5,3,4,1,65,3,2,1,1,1,1,0,1,0,0,1
181,4,36,3,96,1,2,1,1,3,28,3,2,1,1,1,0,0,1,0,0,2
182,2,36,3,45,1,3,1,2,1,30,2,2,1,2,1,0,0,1,0,0,2
183,1,21,1,16,5,3,3,2,2,40,3,2,2,1,1,1,0,1,0,0,2
184,4,24,4,38,4,3,3,4,1,50,3,1,1,2,1,0,0,1,0,0,1
185,2,18,4,9,1,5,3,4,3,36,1,1,2,2,1,1,0,1,0,0,2
186,4,15,4,14,1,3,3,2,2,31,3,2,1,1,1,0,0,1,0,0,1
187,2,9,1,51,1,5,2,4,4,74,1,1,2,2,1,0,1,1,0,0,2
188,2,16,4,12,1,1,3,3,3,68,3,3,1,2,1,1,0,1,0,0,1
189,1,12,2,7,2,4,4,1,2,20,3,1,1,1,1,0,0,1,0,0,2
190,2,18,0,32,1,3,2,4,3,33,1,2,1,2,1,0,0,1,0,0,1
191,4,24,2,46,4,3,3,3,2,54,3,3,1,2,1,0,0,1,0,0,2
192,2,48,0,38,2,4,3,4,4,34,3,1,2,1,1,0,0,1,0,0,2
193,2,27,2,39,1,3,3,2,3,36,3,1,2,2,1,0,0,1,0,0,2
194,4,6,2,21,1,4,4,2,1,29,3,1,1,1,1,0,0,1,0,1,1
195,2,45,2,30,2,3,3,4,2,21,3,1,1,1,1,0,0,0,0,1,2
196,2,9,4,15,1,5,2,3,3,34,3,2,1,2,1,0,0,1,0,0,2
197,4,6,4,14,1,3,2,1,3,28,3,2,1,2,1,0,0,1,0,0,1
198,2,12,2,10,2,2,2,4,3,27,1,4,1,1,1,0,0,1,0,1,2
199,2,24,2,28,5,5,3,4,4,36,1,1,1,2,1,0,1,1,0,0,1
200,2,18,3,43,1,5,1,3,4,40,3,1,1,2,1,0,0,1,0,0,2
201,4,9,4,9,3,5,3,2,3,52,3,2,1,2,1,0,0,1,0,0,1
202,1,12,2,12,1,3,4,3,1,27,3,1,1,1,1,1,0,1,0,0,1
203,4,27,3,51,1,4,3,4,3,26,3,2,1,1,1,0,0,1,0,0,1
204,1,12,2,9,1,4,4,4,2,21,3,1,1,1,1,0,0,1,0,1,2
205,4,12,4,15,1,5,3,1,1,38,3,2,2,1,1,1,0,1,0,0,1
206,1,30,4,106,1,5,3,4,4,38,3,3,2,2,1,0,1,1,0,0,1
207,4,12,4,19,1,5,3,4,1,43,3,3,1,2,1,0,0,1,0,0,1
208,2,12,4,14,1,4,3,3,2,26,3,1,1,1,1,0,0,1,0,0,1
209,1,24,2,66,1,3,4,2,3,21,2,1,1,1,1,0,0,1,0,0,1
210,4,12,2,14,4,4,3,2,2,55,3,1,1,1,2,0,1,1,0,0,1
211,4,9,4,31,5,3,3,2,1,33,3,2,2,1,1,0,0,1,0,0,1
212,4,36,2,38,5,5,2,4,1,45,3,1,1,2,1,0,0,1,0,0,1
213,1,27,0,53,1,1,3,4,2,50,2,2,1,2,1,0,0,1,0,0,2
214,3,30,3,19,1,5,3,4,1,66,3,1,1,2,1,0,0,1,0,0,2
215,4,36,4,33,5,5,3,2,3,51,3,1,1,2,1,0,0,1,0,0,1
216,2,6,4,9,5,4,2,3,2,39,3,2,1,1,1,0,0,1,0,0,1
217,1,18,0,31,1,4,3,1,2,31,1,1,1,2,1,0,0,1,0,0,1
218,3,36,2,39,1,3,3,2,1,23,3,1,1,2,1,0,0,1,0,0,1
219,1,24,2,30,1,3,1,2,1,24,3,1,1,1,1,0,0,1,0,1,1
220,4,10,2,14,1,3,2,4,3,64,3,1,1,2,1,1,0,1,0,0,1
221,2,12,2,6,1,2,4,1,1,26,1,1,1,1,1,0,0,0,0,0,1
222,1,12,2,12,5,3,2,4,2,23,1,1,1,2,1,0,0,1,0,1,1
223,4,12,2,7,1,3,3,2,1,30,1,2,1,1,1,0,0,1,0,0,1
224,4,24,3,30,5,3,3,4,1,32,3,2,2,2,1,0,0,1,0,0,1
225,4,15,2,47,1,3,3,2,3,30,3,1,1,2,1,0,1,1,0,0,1
226,4,36,0,26,1,3,3,2,3,27,3,2,1,1,1,0,0,1,0,0,1
227,2,48,2,110,4,4,3,2,4,27,1,2,1,2,1,0,0,0,1,0,2
228,1,12,2,79,1,5,3,4,4,53,3,1,1,2,1,0,0,1,0,0,2
229,4,9,2,15,1,4,3,2,3,22,3,1,1,1,1,0,0,1,0,0,2
230,1,24,2,31,1,2,3,1,4,22,1,1,1,1,1,0,0,1,0,0,1
231,3,36,2,42,1,3,3,2,3,26,3,1,1,1,1,0,0,1,0,0,2
232,4,9,2,25,3,5,3,4,4,51,3,1,1,1,1,1,0,1,0,0,1
233,4,12,2,21,2,4,3,1,4,35,3,1,1,1,1,0,0,1,0,0,1
234,2,18,2,9,1,3,4,2,1,25,3,1,1,1,1,0,0,0,0,0,1
235,4,4,4,15,1,4,3,1,1,42,3,3,2,1,1,0,0,1,0,0,1
236,1,24,2,18,1,1,3,2,3,30,2,1,2,1,1,0,0,1,0,0,2
237,2,6,2,146,5,1,3,2,2,23,3,1,1,2,1,1,0,1,0,0,2
238,2,21,2,28,2,5,1,2,3,61,1,2,1,1,1,0,0,1,0,1,2
239,4,12,4,13,1,3,2,2,2,35,3,2,1,1,1,0,0,1,0,0,1
240,1,30,2,25,1,5,3,3,2,39,3,1,2,1,1,0,0,0,0,0,1
241,1,24,2,9,5,5,2,2,3,29,1,1,1,1,1,1,0,1,0,0,2
242,4,6,2,16,1,4,3,2,2,51,3,1,2,1,1,0,0,1,0,0,1
243,1,48,0,46,1,5,3,4,4,24,3,2,2,1,1,0,1,1,0,0,2
244,4,12,4,12,1,3,2,2,1,27,3,2,1,1,1,0,0,1,0,0,1
245,4,12,1,34,3,3,2,3,1,35,3,1,2,1,1,0,0,1,0,0,1
246,4,24,2,13,1,4,3,1,1,25,3,1,1,2,1,0,0,1,0,0,1
247,4,12,4,7,1,5,3,4,1,52,3,3,1,1,1,0,0,1,0,0,1
248,4,6,0,12,2,3,3,1,4,35,1,1,1,1,2,1,0,1,0,1,1
249,3,24,2,19,1,3,3,2,1,26,3,1,1,1,1,0,0,1,0,0,1
250,4,18,2,4,1,1,2,4,1,22,3,1,1,1,1,0,0,0,1,1,2
251,1,6,4,7,4,4,2,4,1,39,3,2,1,2,1,1,0,1,0,0,1
252,3,12,2,23,1,3,2,2,3,46,3,1,1,1,1,0,0,1,0,0,1
253,2,30,2,22,1,3,2,2,4,24,1,1,1,1,1,1,0,0,0,0,2
254,4,24,3,42,2,3,3,3,2,35,3,2,1,1,1,0,0,1,0,0,1
255,2,9,2,20,5,4,3,1,3,24,3,1,1,2,1,0,0,1,0,0,1
256,2,60,3,74,5,3,3,1,1,27,3,1,1,1,1,0,0,1,0,0,1
257,4,24,4,27,1,3,3,2,1,35,3,2,1,1,1,0,0,1,0,0,1
258,1,12,1,21,1,3,1,1,4,29,3,1,1,1,1,0,0,1,0,0,2
259,4,15,2,38,2,2,2,4,3,23,3,1,1,2,1,0,1,1,0,0,1
260,4,11,4,12,2,1,2,4,1,57,3,3,1,1,1,0,0,1,0,0,1
261,1,12,2,17,1,3,3,2,1,27,3,1,1,1,1,0,0,1,0,0,1
262,1,24,2,16,1,5,2,4,3,55,3,1,1,1,1,0,0,1,0,0,1
263,1,18,4,53,1,5,3,4,4,36,3,3,1,2,1,1,0,1,0,0,1
264,4,12,4,27,1,5,2,4,4,57,1,3,1,1,1,0,0,1,0,0,1
265,4,10,4,12,1,5,3,4,1,32,3,2,2,1,2,1,0,1,0,0,1
266,2,15,2,8,1,5,3,3,3,37,3,1,2,1,1,0,0,1,0,0,2
267,4,36,4,63,5,5,3,4,1,36,3,2,1,1,1,0,0,1,0,0,1
268,4,24,2,15,1,2,2,3,3,38,2,1,1,2,1,0,0,1,0,0,1
269,1,14,2,90,1,5,1,4,2,45,3,1,1,2,2,1,0,1,0,0,2
270,4,24,2,10,5,5,3,2,3,25,3,2,1,1,1,0,0,1,0,0,1
271,4,18,2,27,5,4,3,3,2,32,3,1,1,1,2,1,0,1,0,0,1
272,4,12,4,14,3,4,2,4,3,37,3,1,1,2,1,0,0,1,0,1,1
273,2,48,1,122,5,1,3,4,4,36,3,1,1,2,1,1,0,0,1,0,1
274,2,48,2,31,1,4,3,4,1,28,3,2,1,1,1,0,0,1,0,0,2
275,1,30,2,120,1,2,1,1,4,34,3,1,1,2,1,0,0,1,0,0,2
276,4,9,2,27,1,3,3,2,1,32,3,1,2,1,1,0,0,1,0,0,1
277,4,18,4,24,1,3,2,2,3,26,3,2,1,1,1,0,0,1,0,0,1
278,1,12,2,13,5,5,1,4,2,49,3,1,1,2,1,0,0,1,0,0,1
279,4,6,2,46,1,2,2,4,2,32,3,1,1,1,1,0,0,1,0,0,2
280,4,24,2,19,2,3,3,4,3,29,3,1,1,2,1,0,0,1,0,1,1
281,4,15,4,34,4,5,3,4,4,23,3,2,1,2,1,0,1,1,0,1,1
282,4,12,2,16,1,3,3,2,1,50,3,1,1,1,1,0,0,1,0,0,1
283,3,18,1,14,5,4,3,4,3,49,1,1,1,1,1,0,0,1,0,0,1
284,4,15,4,15,5,5,3,4,2,63,3,1,1,1,1,0,0,1,0,0,1
285,2,24,4,39,2,2,1,2,3,37,3,1,1,2,1,1,0,1,0,0,1
286,1,47,2,107,1,2,2,1,1,35,3,1,1,2,1,1,0,1,0,0,1
287,1,48,2,48,1,4,3,3,2,26,3,1,2,1,1,0,1,1,0,0,1
288,2,48,3,76,2,1,3,4,4,31,3,1,1,2,1,0,0,1,0,0,1
289,2,12,2,11,1,3,2,4,1,49,3,2,1,2,1,0,0,0,0,0,1
290,1,24,3,10,1,2,4,4,1,48,2,1,1,1,1,0,0,1,0,0,2
291,4,12,2,11,1,3,4,2,1,26,3,1,1,2,2,0,0,1,0,0,1
292,2,36,2,94,1,2,4,4,3,28,3,1,1,2,1,0,1,1,0,1,2
293,1,24,4,64,1,5,2,4,4,44,3,2,2,2,1,0,1,1,0,0,1
294,3,42,4,48,1,5,3,4,4,56,3,1,1,1,1,0,1,1,0,0,1
295,4,48,4,76,5,5,1,2,3,46,1,2,2,1,1,0,0,1,0,0,1
296,2,48,2,100,1,2,2,2,3,26,3,1,1,2,1,0,0,1,0,0,2
297,4,12,2,47,5,2,2,4,3,20,3,1,1,1,1,0,1,1,0,1,1
298,4,10,2,13,5,5,3,2,2,45,3,1,1,1,2,1,0,0,1,0,1
299,4,18,2,25,1,3,3,4,1,43,3,1,1,2,1,0,0,1,0,0,1
300,2,21,4,27,4,4,3,2,3,32,3,2,1,2,1,0,0,1,0,0,1
301,4,6,2,7,1,1,2,4,1,54,3,1,1,2,1,1,0,1,0,0,1
302,2,36,0,38,1,3,2,1,3,42,3,1,1,2,1,0,0,1,0,0,2
303,3,24,4,13,5,4,3,2,1,37,1,2,2,1,1,1,0,1,0,0,2
304,1,10,4,10,1,4,3,3,2,49,3,2,1,2,1,1,0,0,1,0,1
305,4,48,4,101,3,3,3,2,4,44,1,1,1,1,1,1,0,1,0,0,2
306,4,6,2,15,4,3,1,2,1,33,3,1,1,1,1,0,0,1,0,0,1
307,4,30,2,48,5,4,2,4,2,24,2,1,1,1,1,0,1,1,0,1,1
308,1,12,2,7,2,2,4,3,4,33,3,1,1,2,1,0,0,1,0,0,2
309,2,8,2,12,1,3,2,4,1,24,3,1,1,1,1,0,0,1,0,0,2
310,2,9,2,3,1,3,4,4,1,22,3,1,1,1,1,1,0,1,0,1,1
311,2,48,2,54,5,1,3,4,4,40,1,1,1,2,1,0,0,1,0,0,1
312,4,24,2,55,2,3,3,1,3,25,2,1,1,1,1,0,0,1,0,0,1
313,3,24,2,37,1,2,2,4,3,26,3,1,1,1,1,0,0,1,0,0,1
314,2,12,2,7,1,4,4,3,3,25,1,1,1,1,1,1,0,1,0,0,2
315,3,4,2,15,5,2,3,2,1,29,3,1,2,1,2,1,0,1,0,0,1
316,1,36,1,27,1,5,3,4,3,31,1,1,1,1,1,0,0,1,0,0,2
317,1,12,2,7,1,3,3,3,2,38,3,1,2,1,1,0,0,0,0,0,1
318,2,24,2,44,5,3,2,4,2,48,3,1,1,2,1,0,0,1,0,0,1
